Referência,Data,Data de check-in,Data de check-out,Aluguer com imposto,Aluguer sem imposto,Imposto do aluguer,Extras com imposto,Extras sem imposto,Imposto dos extras,Total da reserva com imposto,Total da reserva sem imposto,Total imposto,Pagamento,Pendente,Nome alojamento,Localidade,Portal,Comissão portal/intermediário: comissão calculada,Comissão portal/intermediário: comissão personalizada
928,11-12-2022,05-02-2023,10-02-2023,2813,2813,0,294,294,0,3107,3107,0,3107,0,349,Florianópolis,Airbnb.com,479.97,479.9700012207031
929,03-01-2023,15-02-2023,16-02-2023,5275,5275,0,437,437,0,5712,5712,0,5712,0,237,Florianópolis,Airbnb.com,882.39,882.3900146484375
930,20-12-2022,30-12-2022,01-01-2023,4188,4188,0,252,252,0,4440,4440,0,4440,0,355,Florianópolis,Airbnb.com,685.89,685.8900146484375
931,06-01-2023,01-03-2023,03-03-2023,717,717,0,170,170,0,887,887,0,887,0,325,Florianópolis,Airbnb.com,137.02,137.0200042724609
932,13-01-2023,09-02-2023,13-02-2023,3612,3612,0,304,304,0,3916,3916,0,3916,0,270,Florianópolis,Airbnb.com,604.9400000000001,604.9400024414062
933,19-12-2022,28-12-2022,30-12-2022,1150,1150,0,248,248,0,1398,1398,0,1398,0,179,Florianópolis,Airbnb.com,215.96,215.9600067138672
934,18-12-2022,19-12-2022,22-12-2022,19386,19386,0,923,923,0,20309,20309,0,20309,0,184,Florianópolis,Airbnb.com,3137.33,3137.330078125
935,12-12-2022,13-12-2022,18-12-2022,3662.06,3662.06,0,259,259,0,3921.06,3921.06,0,0,3921.06,381,Florianópolis,Anfitrioesdealuguel.com.br,366.206,
936,17-12-2022,06-02-2023,07-02-2023,2344,2344,0,172,172,0,2516,2516,0,2516,0,321,Florianópolis,Airbnb.com,388.67,388.6700134277344
937,19-01-2023,18-02-2023,21-02-2023,0,0,0,0,0,0,0,0,0,0,0,386,Florianópolis,Airbnb.com,0,
938,19-01-2023,12-02-2023,17-02-2023,1860,1860,0,249,249,0,2109,2109,0,2109,0,254,Florianópolis,Airbnb.com,325.8,325.7999877929688
939,28-11-2022,30-11-2022,15-12-2022,2463,2463,0,206,206,0,2669,2669,0,2669,0,330,Bombinhas,Airbnb.com,412.31,412.3099975585938
940,07-01-2023,08-01-2023,16-01-2023,1028,1028,0,331,331,0,1359,1359,0,1359,0,337,Florianópolis,Airbnb.com,209.94,209.9400024414062
941,15-01-2023,22-02-2023,23-02-2023,1043,1043,0,274,274,0,1317,1317,0,1317,0,217,Florianópolis,Airbnb.com,203.45,203.4499969482422
942,16-01-2023,18-02-2023,23-02-2023,968,968,0,191,191,0,1159,1159,0,1159,0,137,Florianópolis,Airbnb.com,179.04,179.0399932861328
943,10-01-2023,20-01-2023,23-01-2023,6003,6003,0,370,370,0,6373,6373,0,6373,0,113,Florianópolis,Airbnb.com,984.48,984.47998046875
944,03-01-2023,25-02-2023,01-03-2023,2195.65,2195.65,0,236,236,0,2431.65,2431.65,0,2431.65,0,210,Florianópolis,Booking.com,,316.1099853515625
945,18-12-2022,22-12-2022,26-12-2022,0,0,0,0,0,0,0,0,0,0,0,202,Florianópolis,,,
946,19-01-2023,18-02-2023,22-02-2023,0,0,0,0,0,0,0,0,0,0,0,358,Itapema,,,
947,07-12-2022,07-12-2022,11-12-2022,2978,2978,0,211,211,0,3189,3189,0,3189,0,348,Florianópolis,Airbnb.com,492.61,492.6099853515625
948,01-12-2022,08-12-2022,12-12-2022,0,0,0,0,0,0,0,0,0,0,0,289,Florianópolis,,,
949,01-12-2022,30-12-2022,03-01-2023,1194,1194,0,301,301,0,1495,1495,0,1495,0,230,Florianópolis,Airbnb.com,230.95,230.9499969482422
950,01-12-2022,29-12-2022,03-01-2023,3140.69,3140.69,0,200,200,0,3340.69,3340.69,0,3140.69,0,195,Balneário Camboriú,Booking.com,,434.2900085449219
951,13-12-2022,28-12-2022,29-12-2022,0,0,0,0,0,0,0,0,0,0,0,195,Florianópolis,,,
952,09-01-2023,10-01-2023,11-01-2023,1990,1990,0,301,301,0,2291,2291,0,2291,0,106,Florianópolis,Airbnb.com,353.91,353.9100036621094
953,12-12-2022,27-01-2023,28-01-2023,2040,2040,0,271,271,0,2311,2311,0,2311,0,220,Florianópolis,Airbnb.com,357,357
954,15-12-2022,19-12-2022,23-12-2022,7641.6,7641.6,0,795,795,0,8436.6,8436.6,0,8436.6,0,296,Florianópolis,Airbnb.com,1303.29,1303.2900390625
955,11-12-2022,20-02-2023,03-03-2023,3718,3718,0,315,315,0,4033,4033,0,4033,0,224,Florianópolis,Booking.com,,524.2899780273438
956,04-12-2022,09-01-2023,10-01-2023,1057,1057,0,170,170,0,1227,1227,0,1227,0,199,Florianópolis,Airbnb.com,189.55,189.5500030517578
957,24-01-2023,19-02-2023,22-02-2023,1701,1701,0,183,183,0,1884,1884,0,1884,0,201,Florianópolis,Airbnb.com,291.04,291.0400085449219
958,19-01-2023,23-02-2023,29-03-2023,2871,2871,0,201,201,0,3072,3072,0,3072,0,383,Florianópolis,Airbnb.com,474.56,474.5599975585938
959,12-12-2022,18-01-2023,24-01-2023,4088.7,4088.7,0,236,236,0,4324.7,4324.7,0,4324.7,0,122,Florianópolis,Airbnb.com,668.08,668.0800170898438
960,03-12-2022,06-12-2022,09-12-2022,4587,4587,0,381,381,0,4968,4968,0,4968,0,304,Florianópolis,Airbnb.com,767.46,767.4600219726562
961,29-12-2022,30-12-2022,02-01-2023,2262,2262,0,168,168,0,2430,2430,0,2430,0,173,Florianópolis,Airbnb.com,375.39,375.3900146484375
962,24-01-2023,01-02-2023,04-02-2023,0,0,0,0,0,0,0,0,0,0,0,290,Florianópolis,,,
963,04-12-2022,10-12-2022,11-12-2022,5758,5758,0,220,220,0,5978,5978,0,5978,0,112,Florianópolis,Airbnb.com,923.48,923.47998046875
964,19-12-2022,07-01-2023,08-01-2023,2316,2316,0,239,239,0,2555,2555,0,2555,0,361,Florianópolis,Airbnb.com,394.7,394.7000122070312
965,15-01-2023,20-01-2023,24-01-2023,0,0,0,0,0,0,0,0,0,0,0,228,Florianópolis,,,
966,02-12-2022,12-01-2023,18-01-2023,0,0,0,0,0,0,0,0,0,0,0,224,Florianópolis,,,
967,03-01-2023,05-01-2023,08-01-2023,2693,2693,0,187,187,0,2880,2880,0,2880,0,157,Florianópolis,Airbnb.com,444.9,444.8999938964844
968,10-01-2023,11-01-2023,13-01-2023,1168,1168,0,265,265,0,1433,1433,0,1433,0,113,Florianópolis,Airbnb.com,221.37,221.3699951171875
969,22-01-2023,09-03-2023,14-03-2023,5294,5294,0,453,453,0,5747,5747,0,5747,0,127,Florianópolis,Airbnb.com,887.8099999999999,887.8099975585938
970,13-12-2022,22-12-2022,23-12-2022,3474,3474,0,282,282,0,3756,3756,0,3756,0,212,Florianópolis,Airbnb.com,580.23,580.22998046875
971,04-12-2022,05-12-2022,08-12-2022,0,0,0,0,0,0,0,0,0,0,0,274,Florianópolis,,,
972,09-12-2022,09-12-2022,12-12-2022,0,0,0,0,0,0,0,0,0,0,0,175,Florianópolis,,,
973,21-12-2022,07-01-2023,11-01-2023,0,0,0,172,172,0,172,172,0,0,172,155,Balneário Camboriú,,,
974,04-01-2023,01-03-2023,06-03-2023,728.74,728.74,0,138,138,0,866.74,866.74,0,866.74,0,160,Florianópolis,Booking.com,,112.6800003051758
975,02-12-2022,12-12-2022,15-12-2022,0,0,0,0,0,0,0,0,0,0,0,214,Florianópolis,,,
976,15-01-2023,01-02-2023,07-02-2023,0,0,0,0,0,0,0,0,0,0,0,366,Balneário Camboriú,,,
977,01-12-2022,28-12-2022,29-12-2022,0,0,0,0,0,0,0,0,0,0,0,263,Florianópolis,,,
978,08-01-2023,20-02-2023,21-02-2023,7324,7324,0,536,536,0,7860,7860,0,7860,0,210,Florianópolis,Airbnb.com,1214.21,1214.2099609375
979,13-01-2023,27-01-2023,28-01-2023,2834,2834,0,376,376,0,3210,3210,0,0,0,343,Florianópolis,Airbnb.com,495.86,495.8599853515625
980,17-01-2023,21-01-2023,24-01-2023,1311,1311,0,344,344,0,1655,1655,0,1655,0,202,Florianópolis,Airbnb.com,255.66,255.6600036621094
981,08-12-2022,08-12-2022,18-12-2022,681,681,0,149,149,0,830,830,0,830,0,234,Florianópolis,Airbnb.com,128.22,128.2200012207031
982,12-12-2022,19-12-2022,23-12-2022,1467,1467,0,168,168,0,1635,1635,0,1635,0,392,Florianópolis,Airbnb.com,252.57,252.5700073242188
983,18-01-2023,26-01-2023,27-01-2023,0,0,0,0,0,0,0,0,0,0,0,336,Florianópolis,,,
984,27-12-2022,15-02-2023,16-02-2023,2006,2006,0,220,220,0,2226,2226,0,2226,0,246,Florianópolis,Airbnb.com,343.88,343.8800048828125
985,15-12-2022,30-12-2022,03-01-2023,5400,5400,0,635,635,0,6035,6035,0,0,10985,108,Balneário Camboriú,Anfitrioesdealuguel.com.br,540,
986,14-12-2022,15-12-2022,18-12-2022,1215,1215,0,168,168,0,1383,1383,0,1383,0,113,Florianópolis,Airbnb.com,213.65,213.6499938964844
987,16-12-2022,19-12-2022,23-12-2022,3040.8,3040.8,0,336,336,0,3376.8,3376.8,0,3376.8,0,155,Balneário Camboriú,Airbnb.com,521.65,521.6500244140625
988,15-12-2022,18-12-2022,19-12-2022,1901,1901,0,184,184,0,2085,2085,0,2085,0,313,Florianópolis,Airbnb.com,322.09,322.0899963378906
989,10-12-2022,28-12-2022,05-01-2023,1535,1535,0,247,247,0,1782,1782,0,1782,0,192,Florianópolis,Airbnb.com,275.28,275.2799987792969
990,05-01-2023,17-02-2023,23-02-2023,1801,1801,0,248,248,0,2049,2049,0,2049,0,236,Florianópolis,Airbnb.com,316.53,316.5299987792969
991,26-12-2022,16-01-2023,17-01-2023,2637.76,2637.76,0,294,294,0,2931.76,2931.76,0,2931.76,0,240,Florianópolis,Booking.com,,381.1300048828125
992,24-12-2022,05-03-2023,12-03-2023,907,907,0,174,174,0,1081,1081,0,1081,0,204,Florianópolis,Airbnb.com,166.99,166.9900054931641
993,10-12-2022,12-12-2022,16-12-2022,4167.15,4167.15,0,0,0,0,4167.15,4167.15,0,0,4167.15,186,Florianópolis,,,
994,27-11-2022,20-12-2022,27-12-2022,1545,1545,0,252,252,0,1797,1797,0,1797,0,293,Itapema,Airbnb.com,277.6,277.6000061035156
995,02-01-2023,29-01-2023,02-02-2023,0,0,0,0,0,0,0,0,0,0,0,103,Florianópolis,,,
996,14-01-2023,10-02-2023,14-02-2023,5425,5425,0,311,311,0,5736,5736,0,5736,0,189,Florianópolis,Airbnb.com,886.1,886.0999755859375
997,01-01-2023,04-01-2023,09-01-2023,0,0,0,0,0,0,0,0,0,0,0,165,Florianópolis,,,
998,02-01-2023,27-01-2023,06-02-2023,0,0,0,351,351,0,351,351,0,0,351,274,Florianópolis,,,
999,04-01-2023,13-02-2023,24-02-2023,2048,2048,0,200,200,0,2248,2248,0,2248,0,282,Florianópolis,Airbnb.com,347.27,347.2699890136719
1000,05-12-2022,24-02-2023,25-02-2023,989,989,0,151,151,0,1140,1140,0,1140,0,251,Florianópolis,Airbnb.com,176.11,176.1100006103516
1001,17-01-2023,21-01-2023,29-01-2023,5166,5166,0,381,381,0,5547,5547,0,5547,0,114,Florianópolis,Airbnb.com,856.9,856.9000244140625
1002,20-12-2022,14-01-2023,17-01-2023,1165,1165,0,228,228,0,1393,1393,0,1393,0,122,Florianópolis,Airbnb.com,215.19,215.1900024414062
1003,07-12-2022,22-01-2023,23-01-2023,49,49,0,0,0,0,49,49,0,49,0,240,Florianópolis,,,
1004,03-12-2022,21-12-2022,22-12-2022,0,0,0,210,210,0,210,210,0,0,210,333,Florianópolis,,,
1005,23-01-2023,25-02-2023,10-03-2023,0,0,0,206,206,0,206,206,0,0,206,132,Florianópolis,,,
1006,06-01-2023,21-02-2023,22-02-2023,0,0,0,206,206,0,206,206,0,0,206,315,Florianópolis,,,
1007,25-01-2023,05-03-2023,13-03-2023,0,0,0,206,206,0,206,206,0,0,206,265,Florianópolis,,,
1008,28-12-2022,06-01-2023,07-01-2023,0,0,0,0,0,0,0,0,0,0,206,117,Florianópolis,,,
1009,14-12-2022,09-02-2023,25-02-2023,6200,6200,0,336,336,0,6536,6536,0,6872,0,193,Florianópolis,Airbnb.com,1009.68,1009.679992675781
1010,02-01-2023,03-01-2023,15-01-2023,7410,7410,0,344,344,0,7754,7754,0,7754,0,173,Florianópolis,Airbnb.com,1197.86,1197.859985351562
1011,08-12-2022,07-01-2023,12-01-2023,3191.75,3191.75,0,174,174,0,3365.75,3365.75,0,3365.75,0,164,Florianópolis,Airbnb.com,519.9400000000001,519.9400024414062
1012,09-01-2023,18-02-2023,25-02-2023,2260,2260,0,194,194,0,2454,2454,0,0,0,391,Florianópolis,Airbnb.com,379.09,379.0899963378906
1013,30-11-2022,08-12-2022,11-12-2022,4902,4902,0,389,389,0,5291,5291,0,5291,0,241,Florianópolis,Airbnb.com,817.35,817.3499755859375
1014,23-12-2022,20-01-2023,21-01-2023,1403,1403,0,271,271,0,1674,1674,0,0,1674,400,Florianópolis,Anfitrioesdealuguel.com.br,140.3,
1015,11-01-2023,12-01-2023,17-01-2023,0,0,0,0,0,0,0,0,0,0,0,389,Balneário Camboriú,,,
1016,15-12-2022,30-12-2022,02-01-2023,0,0,0,0,0,0,0,0,0,0,0,339,Florianópolis,,,
1017,19-12-2022,23-12-2022,27-12-2022,0,0,0,0,0,0,0,0,0,0,0,355,Florianópolis,,,
1018,08-12-2022,08-12-2022,09-12-2022,0,0,0,0,0,0,0,0,0,0,0,256,Florianópolis,,,
1019,07-01-2023,04-03-2023,12-03-2023,2857.26,2857.26,0,174,174,0,3031.26,3031.26,0,3031.26,0,260,Florianópolis,Booking.com,,394.0599975585938
1020,01-01-2023,31-01-2023,05-02-2023,904.08,904.08,0,183,183,0,1087.08,1087.08,0,1087.08,0,311,Florianópolis,Booking.com,,141.3200073242188
1021,07-01-2023,31-01-2023,06-02-2023,0,0,0,0,0,0,0,0,0,0,0,329,Florianópolis,Booking.com,,
1022,01-12-2022,21-12-2022,25-12-2022,5126,5126,0,218,218,0,5344,5344,0,5344,0,133,Florianópolis,Airbnb.com,825.54,825.5399780273438
1023,28-11-2022,18-12-2022,19-12-2022,0,0,0,0,0,0,0,0,0,0,0,324,Florianópolis,,,
1024,12-12-2022,15-12-2022,18-12-2022,5554,5554,0,308,308,0,5862,5862,0,5862,0,103,Florianópolis,Airbnb.com,905.5599999999999,905.5599975585938
1025,03-01-2023,14-01-2023,15-01-2023,6086,6086,0,401,401,0,6487,6487,0,6487,0,352,Florianópolis,Airbnb.com,1002.11,1002.109985351562
1026,03-12-2022,16-02-2023,23-02-2023,0,0,0,0,0,0,0,0,0,0,0,160,Florianópolis,Anfitrioesdealuguel.com.br,0,
1027,04-01-2023,12-01-2023,13-01-2023,2814,2814,0,199,199,0,3013,3013,0,3013,0,158,Florianópolis,Airbnb.com,465.45,465.4500122070312
1028,16-12-2022,10-02-2023,16-02-2023,1530,1530,0,262,262,0,1792,1792,0,1792,0,378,Florianópolis,Airbnb.com,276.83,276.8299865722656
1029,04-01-2023,08-02-2023,15-02-2023,0,0,0,0,0,0,0,0,0,0,0,268,Florianópolis,,,
1030,10-01-2023,19-04-2023,24-04-2023,0,0,0,0,0,0,0,0,0,0,0,116,Florianópolis,Booking.com,,
1031,23-01-2023,23-01-2023,31-01-2023,3544,3544,0,173,173,0,3717,3717,0,3717,0,241,Florianópolis,Airbnb.com,574.2,574.2000122070312
1032,08-12-2022,09-12-2022,12-12-2022,1823,1823,0,194,194,0,2017,2017,0,2017,0,365,Balneário Camboriú,Airbnb.com,311.59,311.5899963378906
1033,04-12-2022,28-12-2022,29-12-2022,2022.6,2022.6,0,230,230,0,2252.6,2252.6,0,2252.6,0,335,Florianópolis,Booking.com,,292.8399963378906
1034,09-01-2023,27-01-2023,30-01-2023,0,0,0,0,0,0,0,0,0,0,0,173,Florianópolis,,,
1035,22-12-2022,02-01-2023,06-01-2023,0,0,0,0,0,0,0,0,0,0,0,250,Balneário Camboriú,,,
1036,09-12-2022,04-01-2023,12-01-2023,4753.63,4753.63,0,285,285,0,5038.63,5038.63,0,5038.63,0,105,Florianópolis,Booking.com,,655.02001953125
1037,04-12-2022,14-01-2023,19-01-2023,0,0,0,0,0,0,0,0,0,0,0,196,Florianópolis,,,
1038,13-12-2022,06-01-2023,11-01-2023,1587,1587,0,189,189,0,1776,1776,0,1776,0,297,Florianópolis,Airbnb.com,274.36,274.3599853515625
1039,22-12-2022,27-12-2022,28-12-2022,2201,2201,0,236,236,0,2437,2437,0,2437,0,245,Florianópolis,Airbnb.com,376.47,376.4700012207031
1040,17-12-2022,18-12-2022,24-12-2022,2174,2174,0,172,172,0,2346,2346,0,2346,0,106,Florianópolis,Airbnb.com,362.41,362.4100036621094
1041,23-12-2022,13-01-2023,18-01-2023,1629,1629,0,172,172,0,1801,1801,0,1801,0,119,Florianópolis,Airbnb.com,278.22,278.2200012207031
1042,12-12-2022,19-12-2022,24-12-2022,9045,9045,0,351,351,0,9396,9396,0,9396,0,290,Florianópolis,Airbnb.com,1451.49,1451.489990234375
1043,17-01-2023,17-01-2023,18-01-2023,2731.25,2731.25,0,279,279,0,3010.25,3010.25,0,0,3010.25,178,Florianópolis,Anfitrioesdealuguel.com.br,273.125,
1044,03-01-2023,01-03-2023,02-03-2023,0,0,0,0,0,0,0,0,0,0,0,263,Florianópolis,,,
1045,28-11-2022,05-12-2022,12-12-2022,4236,4236,0,332,332,0,4568,4568,0,4568,0,306,Florianópolis,Airbnb.com,705.6799999999999,705.6799926757812
1046,06-01-2023,06-01-2023,09-01-2023,1930,1930,0,174,174,0,2104,2104,0,2104,0,387,Florianópolis,Airbnb.com,325.03,325.0299987792969
1047,22-12-2022,16-01-2023,20-01-2023,0,0,0,147,147,0,147,147,0,0,147,391,Florianópolis,,,
1048,09-01-2023,21-01-2023,25-01-2023,2658,2658,0,293,293,0,2951,2951,0,2951,0,125,Florianópolis,Airbnb.com,455.87,455.8699951171875
1049,30-12-2022,18-02-2023,27-02-2023,0,0,0,0,0,0,0,0,0,0,0,358,Florianópolis,,,
1050,20-01-2023,16-03-2023,17-03-2023,5308,5308,0,412,412,0,5720,5720,0,5720,0,115,Florianópolis,Airbnb.com,883.63,883.6300048828125
1051,05-12-2022,21-12-2022,22-12-2022,1811.32,1811.32,0,177,177,0,1988.32,1988.32,0,1988.32,0,285,Itapema,Booking.com,,258.4800109863281
1052,04-01-2023,16-01-2023,17-01-2023,0,0,0,0,0,0,0,0,0,0,0,389,Florianópolis,,,
1053,21-01-2023,17-02-2023,26-02-2023,1729,1729,0,230,230,0,1959,1959,0,1959,0,305,Florianópolis,Airbnb.com,302.63,302.6300048828125
1054,20-01-2023,01-03-2023,05-03-2023,1649.43,1649.43,0,184,184,0,1833.43,1833.43,0,1833.43,0,305,Florianópolis,Booking.com,,238.3500061035156
1055,04-12-2022,07-12-2022,08-12-2022,0,0,0,0,0,0,0,0,0,0,0,269,Florianópolis,,,
1056,22-01-2023,18-02-2023,19-02-2023,2670.88,2670.88,0,146,146,0,2816.88,2816.88,0,2816.88,0,249,Florianópolis,Booking.com,,366.1900024414062
1057,07-12-2022,08-12-2022,12-12-2022,0,0,0,0,0,0,0,0,0,0,0,167,Florianópolis,,,
1058,13-12-2022,20-12-2022,21-12-2022,3641,3641,0,235,235,0,3876,3876,0,3876,0,355,Florianópolis,Airbnb.com,598.76,598.760009765625
1059,10-12-2022,26-02-2023,27-02-2023,256,256,0,0,0,0,256,256,0,256,0,368,Florianópolis,,,
1060,28-11-2022,08-12-2022,16-12-2022,353,353,0,0,0,0,353,353,0,0,353,103,Balneário Camboriú,,,
1061,08-12-2022,31-12-2022,01-01-2023,5783.35,5783.35,0,278,278,0,6061.35,6061.35,0,0,6061.35,172,Florianópolis,Anfitrioesdealuguel.com.br,578.335,
1062,02-12-2022,04-01-2023,14-01-2023,957,957,0,168,168,0,1125,1125,0,1125,0,235,Florianópolis,Airbnb.com,173.79,173.7899932861328
1063,22-01-2023,18-02-2023,21-02-2023,1746,1746,0,183,183,0,1929,1929,0,1929,0,209,Florianópolis,Airbnb.com,297.99,297.989990234375
1064,10-01-2023,01-02-2023,07-02-2023,1130,1130,0,180,180,0,1310,1310,0,1310,0,319,Florianópolis,Airbnb.com,202.37,202.3699951171875
1065,17-12-2022,30-12-2022,02-01-2023,0,0,0,0,0,0,0,0,0,0,0,259,Florianópolis,Booking.com,,
1066,20-12-2022,22-01-2023,29-01-2023,325,325,0,0,0,0,325,325,0,0,325,213,Florianópolis,,,
1067,25-12-2022,16-01-2023,23-01-2023,0,0,0,0,0,0,0,0,0,0,0,104,Florianópolis,,,
1068,04-12-2022,24-02-2023,25-02-2023,0,0,0,0,0,0,0,0,0,0,0,324,Florianópolis,,,
1069,24-01-2023,19-02-2023,22-02-2023,2201.61,2201.61,0,194,194,0,2395.61,2395.61,0,2395.61,0,377,Florianópolis,Booking.com,,311.4299926757812
1070,31-12-2022,25-01-2023,31-01-2023,1909,1909,0,230,230,0,2139,2139,0,2139,0,221,Florianópolis,Airbnb.com,330.43,330.4299926757812
1071,16-12-2022,30-12-2022,02-01-2023,5000,5000,0,238,238,0,5238,5238,0,5476,0,219,Florianópolis,Airbnb.com,809.17,809.1699829101562
1072,28-12-2022,30-12-2022,02-01-2023,448.5,448.5,0,137,137,0,585.5,585.5,0,585.5,0,303,Florianópolis,Booking.com,,76.11000061035156
1073,04-12-2022,13-04-2023,19-04-2023,0,0,0,0,0,0,0,0,0,0,0,302,Florianópolis,,,
1074,11-12-2022,23-12-2022,26-12-2022,0,0,0,282,282,0,282,282,0,0,282,168,Florianópolis,,,
1075,21-01-2023,22-01-2023,25-01-2023,20694,20694,0,583,583,0,21277,21277,0,21277,0,142,Florianópolis,Airbnb.com,3286.85,3286.85009765625
1076,11-12-2022,16-12-2022,23-12-2022,0,0,0,0,0,0,0,0,0,0,0,242,Florianópolis,,,
1077,08-01-2023,10-02-2023,17-02-2023,0,0,0,0,0,0,0,0,0,0,0,325,Florianópolis,,,
1078,23-01-2023,30-01-2023,31-01-2023,1592,1592,0,210,210,0,1802,1802,0,1802,0,228,Florianópolis,Airbnb.com,278.37,278.3699951171875
1079,21-01-2023,16-02-2023,19-02-2023,0,0,0,0,0,0,0,0,0,0,0,366,Florianópolis,Airbnb.com,0,
1080,04-12-2022,01-02-2023,11-02-2023,2510,2510,0,224,224,0,2734,2734,0,2734,0,112,Florianópolis,Airbnb.com,422.35,422.3500061035156
1081,21-01-2023,22-01-2023,28-01-2023,8507.700000000001,8507.700000000001,0,210,210,0,8717.700000000001,8717.700000000001,0,8717.700000000001,0,296,Florianópolis,Airbnb.com,1346.72,1346.719970703125
1082,02-12-2022,29-12-2022,02-01-2023,3013.81,3013.81,0,357,357,0,3370.81,3370.81,0,0,3370.81,392,Florianópolis,,,
1083,05-01-2023,13-01-2023,25-01-2023,1290,1290,0,282,282,0,1572,1572,0,1572,0,236,Florianópolis,Airbnb.com,242.84,242.8399963378906
1084,12-12-2022,18-12-2022,19-12-2022,3292,3292,0,165,165,0,3457,3457,0,3457,0,137,Florianópolis,Airbnb.com,534.04,534.0399780273438
1085,30-11-2022,09-12-2022,18-12-2022,2479,2479,0,220,220,0,2699,2699,0,2699,0,250,Florianópolis,Airbnb.com,416.94,416.9400024414062
1086,04-12-2022,08-12-2022,19-12-2022,7605.92,7605.92,0,282,282,0,7887.92,7887.92,0,7887.92,0,144,Itapema,Booking.com,,1025.430053710938
1087,26-12-2022,29-12-2022,01-01-2023,0,0,0,0,0,0,0,0,0,0,0,375,Florianópolis,,,
1088,04-01-2023,22-02-2023,23-02-2023,1947.64,1947.64,0,180,180,0,2127.64,2127.64,0,2127.64,0,346,Florianópolis,Booking.com,,276.5899963378906
1089,17-12-2022,29-12-2022,02-01-2023,0,0,0,0,0,0,0,0,0,0,0,230,Florianópolis,Booking.com,,
1090,07-12-2022,24-01-2023,25-01-2023,900,900,0,0,0,0,900,900,0,0,900,206,Florianópolis,,,
1091,21-12-2022,22-12-2022,23-12-2022,13653,13653,0,234,234,0,13887,13887,0,13887,0,213,Florianópolis,Airbnb.com,2145.24,2145.239990234375
1092,09-12-2022,10-12-2022,12-12-2022,200,200,0,0,0,0,200,200,0,0,200,309,Florianópolis,,,
1093,29-12-2022,29-12-2022,01-01-2023,0,0,0,0,0,0,0,0,0,0,0,383,Florianópolis,,,
1094,02-12-2022,19-12-2022,28-02-2023,3803,3803,0,165,165,0,3968,3968,0,3968,0,214,Florianópolis,Airbnb.com,612.95,612.9500122070312
1095,14-12-2022,20-01-2023,24-01-2023,0,0,0,0,0,0,0,0,0,0,0,186,Florianópolis,,,
1096,30-12-2022,20-02-2023,02-03-2023,0,0,0,0,0,0,0,0,0,0,0,175,Florianópolis,,,
1097,10-12-2022,17-12-2022,23-12-2022,7005.6,7005.6,0,271,271,0,7276.6,7276.6,0,7276.6,0,175,Itapema,Airbnb.com,1124.11,1124.109985351562
1098,02-12-2022,20-12-2022,28-02-2023,0,0,0,359,359,0,359,359,0,0,359,138,Florianópolis,,,
1099,01-12-2022,23-01-2023,27-01-2023,3031.2,3031.2,0,239,239,0,3270.2,3270.2,0,3270.2,0,289,Florianópolis,Airbnb.com,505.18,505.1799926757812
1100,13-01-2023,22-03-2023,04-04-2023,4771.2,4771.2,0,271,271,0,5042.2,5042.2,0,5042.2,0,356,Florianópolis,Airbnb.com,778.92,778.9199829101562
1101,05-01-2023,11-02-2023,17-02-2023,0,0,0,0,0,0,0,0,0,0,0,340,Florianópolis,,,
1102,10-01-2023,14-01-2023,19-01-2023,478,478,0,182,182,0,660,660,0,660,0,309,Florianópolis,Airbnb.com,101.96,101.9599990844727
1103,03-12-2022,02-01-2023,08-01-2023,2087,2087,0,174,174,0,2261,2261,0,2261,0,305,Florianópolis,Airbnb.com,349.28,349.2799987792969
1104,13-12-2022,17-02-2023,21-02-2023,0,0,0,0,0,0,0,0,0,0,0,357,Florianópolis,,,
1105,06-12-2022,08-12-2022,12-12-2022,0,0,0,0,0,0,0,0,0,0,0,318,Florianópolis,,,
1106,29-12-2022,10-02-2023,11-02-2023,3686.88,3686.88,0,280,280,0,3966.88,3966.88,0,3686.88,0,379,Florianópolis,Booking.com,,515.6900024414062
1107,31-12-2022,24-01-2023,27-01-2023,0,0,0,0,0,0,0,0,0,0,0,345,Florianópolis,Airbnb.com,0,
1108,28-11-2022,10-01-2023,16-01-2023,0,0,0,0,0,0,0,0,0,0,0,360,Florianópolis,,,
1109,07-01-2023,20-01-2023,21-01-2023,0,0,0,0,0,0,0,0,0,0,0,229,Balneário Camboriú,,,
1110,28-11-2022,27-01-2023,28-01-2023,1361,1361,0,230,230,0,1591,1591,0,1591,0,185,Florianópolis,Airbnb.com,245.78,245.7799987792969
1111,25-01-2023,26-02-2023,03-03-2023,1468.8,1468.8,0,206,206,0,1674.8,1674.8,0,1674.8,0,238,Florianópolis,Airbnb.com,258.72,258.7200012207031
1112,04-01-2023,29-01-2023,30-01-2023,0,0,0,303,303,0,303,303,0,0,303,223,Florianópolis,,,
1113,20-01-2023,27-01-2023,28-01-2023,435.5,435.5,0,0,0,0,435.5,435.5,0,0,435.5,240,Florianópolis,,,
1114,02-12-2022,08-12-2022,12-12-2022,632.35,632.35,0,0,0,0,632.35,632.35,0,0,632.35,371,Florianópolis,,,
1115,28-12-2022,05-01-2023,08-01-2023,22200.4,22200.4,0,176,176,0,22376.4,22376.4,0,22376.4,0,268,Florianópolis,Airbnb.com,3456.75,3456.75
1116,23-01-2023,11-03-2023,16-03-2023,0,0,0,0,0,0,0,0,0,0,0,224,Florianópolis,,,
